"code","name"
"112AGAN ","Agana Argillaceous Member of Mariana Limestone"
"112AKRK ","Anayaknaurak Drift"
"112AKVK ","Anaktuvuk River Drift"
"112ALABE","Alluvium Above and Below E-Clay (Miocene-Pleistocene)"
"112ALAEC","Alluvium Above E-Clay"
"112ALBEC","Alluvium Below E-Clay (Miocene-Pleistocene)"
"112ALCK ","Antler Creek Aquifer"
"112ALDG ","Ayers Landing Marl Member of Caloosahatchee Formation"
"112ALEV ","Antler Valley Drift"
"112ALFV ","Eolian-Fluvial Deposits"
"112ALLM ","Alta Loma Sand"
"112ALMN ","Altamont Aquifer"
"112ALMNL","Altamont Aquifer 3"
"112ALMNM","Altamont Aquifer 2"
"112ALMNU","Altamont Aquifer 1"
"112ALMS ","Alamosa Formation"
"112ALPM ","Alapah Mountain Drift"
"112ALPN ","Alpine Formation"
"112ALPV ","Antelope Valley"
"112ALVFO","Alluvial-Fan Deposits, Older"
"112ALVL ","Alluvial Aquifers, Undifferentiated"
"112ALVLC","Alluvial Aquifers Surficial Confining Units"
"112ALVM ","Alluvium"
"112ALVMO","Alluvium, Older"
"112AMCF ","American Falls Lake Beds"
"112AMWC ","Altamont Moraine-Wisconsin Stage"
"112ANAL ","Anvil Formation"
"112ANCH ","Ancha Formation, Upper Part of Santa Fe Group"
"112ANCL ","Anthon Channel Aquifer"
"112ANDR ","Andrew Volcanics"
"112ANGL ","Angell Member of Ballard Formation"
"112ANON ","Ainoni Volcanics"
"112ANSS ","Anastasia Formation"
"112ANUK ","Anuk Sand"
"112ANYT ","Alluvium, Mass-Wasting Deposits and Younger Terrace Deposits"
"112APCK ","Antelope Creek Aquifer"
"112APCKL","Apple Creek Aquifer, Lower"
"112APCKU","Apple Creek Aquifer, Upper"
"112ARGL ","Winnebago Formation-Argyle Till Member"
"112ARLG ","Arlington Gravel Member of Vashon Drift"
"112ARMS ","Aromas Red Sand"
"112ARSC ","Arroyo Seco Gravel"
"112ARVD ","Arvada Formation"
"112ATTR ","Atwater Member of Crooked Creek Formation"
"112AURR ","Aurora Aquifer"
"112AVKL ","Anivak Lake Drift"
"112AVLD ","Alluvium and Landslid Deposits, Consolidated"
"112AXTL ","Axtell Formation"
"112BANL ","Bantel Aquifer"
"112BBRC ","Bee Branch Member of Caloosahatchee Formation"
"112BBRG ","Basalt of Basalt Ridge"
"112BCCL ","Bacons Castle Formation"
"112BCK  ","Bald Hill Creek Aquifer"
"112BCKK ","Blackhawk Breccia"
"112BCKM ","Black Mesa Gravel of Idaho Group"
"112BCKP ","Black Point Basalt"
"112BCRK ","Battle Creek Aquifer"
"112BDCK ","Braddock Aquifer"
"112BDCL ","Buried Channel Aquifer"
"112BDCN ","Bad Cheyenne"
"112BDDM ","Banded Mountain Drift"
"112BDLR ","Bandelier Rhyolite Tuff of Tewa Group"
"112BDVL ","Buried Valley Deposits"
"112BDWD ","Buried Waterlaid Deposits"
"112BECH ","Beach Deposits"
"112BECHM","Beach (Marine and Non-Marine), Pleistocene"
"112BERG ","Bering Formation"
"112BFCK ","Buffalo Creek Aquifer"
"112BGCL ","Big Coulee Aquifer"
"112BGCV ","Bootlegger Cove Clay"
"112BGFL ","Big Falls Picritic Basalts, Hana Volcanic Series"
"112BGFV ","Buried Glaciofluvial Deposits"
"112BGHL ","Big Hole Basalt of Snake River Group"
"112BGLC ","Bagley Channel Aquifer"
"112BGNL ","Bignell Formation"
"112BGSX ","Big Sioux Aquifer"
"112BKBK ","Broken Back Basalt Flow"
"112BKCK ","Buckcreek Terrace Deposits"
"112BKLK ","Brooks Lake Drift"
"112BLCF ","Basaltic Flows"
"112BLCK ","Brule Creek"
"112BLGM ","Banner Formation-Belgium Member"
"112BLKO ","Bull Lake Outwash"
"112BLLK ","Bull Lake Drift"
"112BLMN ","Belmont Aquifer"
"112BLPC ","Basal Pleistocene Aquifer"
"112BLRD ","Ballard Formation"
"112BLSP ","Battleship Rock Flow"
"112BLTR ","Blue Water Basalt Flow"
"112BMCK ","Bismarck Aquifer"
"112BMLG ","Beaumont Clay, Lissie Formation and Goliad Sand"
"112BMLS ","Beaumont Clay and Lissie Formation"
"112BMNT ","Beaumont Clay"
"112BNCB ","Banco Bonito Flows"
"112BNNR ","Banner Formation"
"112BNTL ","Bentley Formation"
"112BNVL ","Bonneville Formation of Lake Bonneville Group"
"112BPDK ","Basal Pleistocene Aquifer and Dakota Aquifer"
"112BPFV ","Basalt of Portneuf Valley"
"112BRCK ","Burnt Creek Aquifer"
"112BRDG ","Bridgeton Formation"
"112BRDN ","Brandywine Formation"
"112BRDO ","Buried Outwash Deposits"
"112BRDY ","Brady Soil"
"112BRGD ","Brightwood Aquifer"
"112BRGR ","Brougher Dacite"
"112BRLB ","Bristol Bay Gravel"
"112BRLG ","Burlington Aquifer"
"112BRLY ","Burley Lake Beds"
"112BRMP ","Brampton Aquifer, Pleistocene"
"112BRND ","Brandon Aquifer"
"112BRNG ","Boring Lava"
"112BRRD ","Brainerd Till"
"112BRRY ","Glasford Formation-Berry Clay Member"
"112BRUN ","Bruneau Formation"
"112BRWN ","Browne Drift"
"112BSCNN","Biscayne Limestone Aquifer"
"112BSCNS","Biscayne Sandy Limestone Aquifer"
"112BSFL ","Basin Fill, Upper and Lower, Undifferentiated"
"112BSFLU","Basin Fill, Upper"
"112BSHP ","Bishop Tuff"
"112BSLT ","Basalt"
"112BSPG ","Bancroft Springs Basalt of Snake River Group"
"112BTSN ","Wedron Formation-Batestown Till Member"
"112BTTR ","Battery Formation"
"112BTVI ","Henry Formation-Batavia Member"
"112BUDC ","Buried Channel Deposits"
"112BUTT ","Butte Aquifer"
"112BVCK ","Beaver Creek Aquifer"
"112BVCL ","Beaver Channel Aquifer"
"112BVDM ","Beaverdam Sand"
"112BVLK ","Beaver Lake Aquifer, Pleistocene"
"112BVUC ","Bivouac Formation"
"112BWDL ","Bowdle Aquifer"
"112C    ","C-Clay"
"112CASS ","Cass Formation (Pleistocene-Pliocene)"
"112CBHL ","Caribou Hills Drift"
"112CBKC ","Cutbank Creek Aquifer"
"112CBZN ","Cabazon Fanglomerate"
"112CCCM ","Calcareous Marine Deposits (Limestone), Consolidated"
"112CCHE ","Cache Formation"
"112CCRK ","Cow Creek"
"112CDBF ","Cedar Bluffs Till"
"112CDCC ","Calcareous Deposits (Limestone), Consolidated"
"112CDDM ","Marine Deposits (Limestone), Consolidated"
"112CDRB ","Cedar Butte Basalt"
"112CDRG ","Cedar Ridge Till"
"112CECK ","Cherry Creek Aquifer"
"112CEMH ","Coffee Mill Hammock Marl Member of Ft. Thompson Formation"
"112CEVG ","Chicot and Evangeline Aquifers"
"112CGLM ","Conglomerate"
"112CGVN ","Chagvan Drift"
"112CHCT ","Chicot Aquifer, undifferentiated"
"112CHCTC","Chicot Aquifer System Surficial Confining Unit"
"112CHCTE","Chicot Equivalent Aquifer System (Southeast Louisiana)"
"112CHCTL","Chicot Aquifer, Lower"
"112CHCTM","Chicot Aquifer, Middle"
"112CHCTS","Chicot Aquifer, Shallow Sand"
"112CHCTU","Chicot Aquifer, Upper"
"112CHTU ","Choteau Aquifer"
"112CKCK ","Crooked Creek Formation"
"112CKIL ","Cook Inlet Gravel"
"112CLAY ","Clay"
"112CLCK ","Clara Creek Drift"
"112CLED ","Central Eddy Aquifer"
"112CLEV ","Chicot Aquifer and Lower Unit of Evangeline Aquifer"
"112CLFX ","Colfax Aquifer"
"112CLKS ","Coteau-Lakes Aquifer"
"112CLMB ","Columbia Group"
"112CLSC ","Caloosahatchee Aquifer"
"112CLSCR","Caloosahatchee Formation"
"112CLTN ","Colton Aquifer"
"112CLVM ","Colluvium"
"112CLVS ","Clovis Beds"
"112CMBL ","Chamberlin Drift"
"112CMCL ","Carmichaels Formation"
"112CMLL ","Camille Lava Flow"
"112CNPC ","Canepatch Formation"
"112CNTC ","Continental Terrace Deposits - Pleistocene"
"112CNTL ","Continental Deposits"
"112CNTLS","Continental Deposits Silt and Sand"
"112COBB ","Cobb Aquifer"
"112COHR ","Coharie Formation"
"112COLB ","Columbia Formation"
"112COLK ","Crow Lake Aquifer"
"112COLV ","Colvos Sand"
"112COMB ","Columbus Aquifer"
"112CONL ","Continental Deposits (Pleistocene-Pliocene)"
"112COTU ","Coteau Aquifer"
"112CPCK ","Chapelle Creek"
"112CPMY ","Cape May Formation"
"112CPRN ","Winnebago Formation-Capron Till Member"
"112CPRV ","Copper River Gravel"
"112CQUN ","Coquina Aquifer"
"112CRCK ","Crow Creek Aquifer"
"112CRCR ","Corcoran Clay Member of Tulare Formation"
"112CRET ","Crete Formation"
"112CRLK ","Cherry Lake Aquifer"
"112CRLO ","Carlo Till"
"112CRLT ","Carlotta Formation"
"112CRMI ","Equality Formation-Carmi Member"
"112CRNB ","Charbonneau Aquifer"
"112CRNG ","Carrington Aquifer"
"112CRPL ","Cripple Gravel"
"112CRRB ","Cerro Rubio Quartz Latite of Tewa Group"
"112CRSB ","Crosby Aquifer"
"112CRSC ","Corsica Aquifer"
"112CRSN ","Carson Lava"
"112CRSS ","Crowsnest Gravel of Snake River Group"
"112CRTN ","Courtnay Aquifer"
"112CRTR ","Crater Creek Basalt"
"112CRUS ","Crevasse Deposits"
"112CRYN ","Caryan Sandstone"
"112CSTL ","Castle Volcanics"
"112CSTS ","Casitas Formation"
"112CTHY ","Cathay Aquifer"
"112CTLD ","Cerro Toledo Rhyolite of Tewa Group"
"112CTNK ","Chatanika Ash Bed of Goldstream Formation"
"112CTTL ","Cat Tail Aquifer"
"112CURB ","Cuerbio Basalt"
"112CWCH ","Cowiche Gravel"
"112DCKY ","Dickey Aquifer"
"112DCML ","Glasford Formation-Duncan Mills Member"
"112DDLK ","Dinwoody Lake Till"
"112DDMRO","Deltaic Deposits of Mississippippi River Valley, Older"
"112DELC ","Deltaic Sand Facies"
"112DELM ","Delmont Aquifer"
"112DELT ","Delta Deposits"
"112DELTD","Delta Drift"
"112DFDB ","Driftwood Bay Lavas"
"112DFSF ","Drift, Stratified"
"112DFSFE","Drift, Stratified, Early"
"112DFUD ","Drift, Unsorted"
"112DGCK ","Darling Creek Drift"
"112DGLS ","Douglas Aquifer"
"112DLBY ","Delaware Bay Group"
"112DLTC ","Deltaic Deposits"
"112DLTN ","Dolton"
"112DLVN ","Wedron Formation-Delavan Till Member"
"112DMDF ","Des Moines Drift"
"112DMHD ","Diamond Head Tuff"
"112DNBH ","Denbigh Aquifer"
"112DNCL ","Denison Channel Aquifer"
"112DNLI ","Denali Drift"
"112DNLL ","Donnelly Drift"
"112DNSD ","Dune Sand"
"112DONE ","Dome Ash Bed of Gold Hill Loess"
"112DPSP ","Dripping Springs Formation"
"112DRCK ","Dry Creek Drift"
"112DRCT ","Dry Choteau Aquifer"
"112DRFT ","Drift"
"112DRLK ","Deer Lake Aquifer"
"112DRML ","Drumlins"
"112DRPR ","Draper Formation of Lake Bonneville Group"
"112DSCL ","Dawson Channel Aquifer"
"112DSMO ","Des Moines Outwash"
"112DSNC ","Dawson Cut Formation"
"112DUNC ","Dune Sand, Calcareous, Consolidated"
"112DUNE ","Dunes, Pleistocene"
"112DUNED","Dune Deposits"
"112DUNES","Dune Sand"
"112DVDC ","David City Formation"
"112DVLL ","Deweyville Formation"
"112DYLK ","Dry Lake Aquifer - Pleistocene"
"112ECC  ","E-Clay or Corcoran Clay Member of Tulare Formation"
"112ECLK ","Eric Lake Aquifer"
"112EDBG ","Edinburg Aquifer"
"112EDEN ","Eden Aquifer"
"112EDGL ","Edgeley Aquifer"
"112EDRL ","Enderlin Aquifer"
"112EGLK ","Eight Lake Drift"
"112EGLV ","Englevale Aquifer"
"112EGML ","Eight Mile Dacite (Pleistocene-Pliocene)"
"112EKCV ","Esker & Crevasse Filling, Pleistocene"
"112EKLN ","Eklutna Drift"
"112ELCJ ","El Cajete Flow"
"112ELDL ","Ellendale Aquifer"
"112ELKV ","Elk Valley Aquifer"
"112ELLT ","Elliot Aquifer, Pleistoecene"
"112ELM  ","Elm Aquifer"
"112EMCK ","Elm Creek Aquifer"
"112EMRD ","Emerado Aquifer"
"112ENON ","Enion Formation"
"112EOLN ","Eolian Deposits"
"112EPRC ","Esperance Sand Member of Vashon Drift"
"112EQLD ","Equality Formation-Dolton Member"
"112EQLT ","Equality Formation"
"112ESKR ","Eskers"
"112ESKRD","Esker Deposits"
"112ESMD ","Esmond Aquifer"
"112ESMN ","Eastman Aquifer"
"112ESRNC","Estuarine Clay Facies"
"112ESRNS","Estuarine Sand Facies"
"112ESTR ","Ester Ash Bed of Gold Hill Loess"
"112ETHN ","Ethan Aquifer"
"112EVA  ","Eva Formation"
"112EVCK ","Evans Creek Drift of Fraser Glaciation"
"112EVRS ","Everson Interstade of Fraser Glaciation"
"112F    ","F-Clay (Pleistocene-Pliocene)"
"112FDND ","Fort Denaud Member of Caloosahatchee Formation"
"112FDVL ","Fordville Aquifer"
"112FGLM ","Fanglomerate"
"112FICK ","Firesteel Creek Aquifer"
"112FLCK ","Fluorite Creek Gravel"
"112FLRN ","Fullerton Formation"
"112FLRV ","Falls River Basalt"
"112FLVC ","Fluviolacustrine Deposits"
"112FLVL ","Fluvial Deposits"
"112FLXM ","Flaxman Formation"
"112FLYD ","Floyd Aquifer"
"112FMCK ","Four Mile Creek Aquifer"
"112FMCL ","Fremont Channel Aquifer"
"112FMLB ","Fumarole Butte Basalt"
"112FNPS ","Fenton Pass Formation"
"112FNTO ","Faneto Formation"
"112FOLL ","Fort Lowell Formation, Pleistocene"
"112FOX  ","Fox Gravel"
"112FRGO ","Fargo Aquifer"
"112FRLL ","Farewell Drift"
"112FRMD ","Fort Mandan Aquifer"
"112FRMN ","Fairmount Aquifer"
"112FROK ","Fair Oaks Formation"
"112FRPK ","Frosty Peak Volcanics"
"112FRRV ","Forest River Aquifer"
"112FTMP ","Fort Thompson Formation"
"112FVDP ","Fluvial Deposits"
"112FVPG ","Fluvial, Periglacial, and Glacial Conglomerates"
"112GALE ","Gale Sand"
"112GARY ","Gary Aquifer"
"112GBDG ","Great Bridge Formation"
"112GBSG ","Glacial Buried Sand and/or Gravel"
"112GCDF ","Glacial Drift, Undifferentiated - Pleistocene"
"112GCFV ","Glacio-Fluvial, Undifferentiated, Pleistocene"
"112GCLK ","Glacial Lake Deposits"
"112GCLO ","Glacial Outwash"
"112GDFK ","Grand Forks Aquifer"
"112GDID ","Grand Island Formation"
"112GDLG ","Goliad and Younger Rocks, and Lagarto Clay"
"112GECC ","Glenco Channel Aquifer"
"112GEDS ","Geddes Aquifer"
"112GENO ","Greenwood Aquifer"
"112GFLK ","Great Falls Lake Sands"
"112GKMK ","Kame and Kame Terrace Deposits"
"112GLBG ","Galesburg Aquifer"
"112GLBR ","Wedron Formation-Glenburn Till Member"
"112GLCC ","Glaciolacustrine Deposits"
"112GLCD ","Glacial Delta Deposits"
"112GLCL ","Glacial Deposits"
"112GLCLR","Glacial Deposits, Reworked"
"112GLCLU","Glacial Aquifer, Upper"
"112GLCU ","Glacial Deposits, Undifferentiated"
"112GLCV ","Glacio-Fluviatile"
"112GLDH ","Gold Hill Loess"
"112GLDM ","Goldstream Formation"
"112GLEL ","Glen Ellen Formation"
"112GLFC ","Gulf Coast Aquifer"
"112GLFD ","Glasford Formation"
"112GLFR ","Glenns Ferry Formation of Idaho Group"
"112GLNB ","Glenburn Aquifer, Pleistocene"
"112GLNV ","Glenview Aquifer"
"112GLON ","Goldwin Aquifer"
"112GLPH ","Guelph Aquifer"
"112GMCK ","Goodman Creek Aquifer"
"112GOLD ","Goliad and Younger Rocks, Undifferentiated"
"112GRDM ","Ground Moraine"
"112GRDR ","Gardiners Clay"
"112GRGS ","Gray Goose"
"112GRMC ","Gramercy Aquifer"
"112GRNC ","Granite Canyon Till"
"112GRND ","Grand Aquifer"
"112GRNR ","Grenora Aquifer"
"112GRRT ","Gerrit Basalt"
"112GRSN ","Garrison Aquifer"
"112GRVL ","Gravel"
"112GRVR ","Grover Gravel"
"112GSLG ","Gosling Volcanics"
"112GSSG ","Glacial Surficial Sand and/or Gravel"
"112GUBK ","Gubik Formation"
"112GUJE ","Guaje Member of Bandelier Tuff of Tewa Group"
"112GWNR ","Gwinner Aquifer, Pleistocene"
"112GZLS ","Gonzales Aquifer"
"112GZNO ","Gonzales-New Orleans Aquifer"
"112HAMR ","Hamar Aquifer"
"112HANA ","Hana Volcanic Series, Undifferentiated"
"112HAWI ","Hawi Volcanic Series, Undifferentiated"
"112HBHD ","Harbor Hill Drift"
"112HBHO ","Harbor Hill Outwash"
"112HBHT ","Harbor Hill Till"
"112HBMX ","Hubonmix Aquifer"
"112HBRG ","Hillsburg Aquifer System, Pleistocene"
"112HCBL ","Hueco Bolson Deposits"
"112HCHC ","Huichica Formation"
"112HCKC ","Hardin Creek Channel Aquifer"
"112HCMP ","Horse Camp Formation"
"112HDLK ","Hiddenwood Lake Aquifer"
"112HDWD ","Hidewood Aquifer"
"112HEGR ","Wedron Formation-Haeger Till Member"
"112HELY ","Healy Drift"
"112HFLD ","Hofflund Aquifer"
"112HGLR ","Banner Formation-Hegeler Till Member"
"112HGMB ","Highmore Blunt"
"112HGMR ","Highmore Aquifer"
"112HGRS ","Glasford Formation-Hagarstown Member"
"112HGTC ","High Terrace Deposits"
"112HHGM ","Harbor Hill Ground Moraine"
"112HHTM ","Harbor Hill Terminal Moraine"
"112HIKU ","Haiku Volcanics"
"112HILN ","Hilina Volcanic Series, Lava Flows"
"112HKBR ","Huckleberry Ridge Tuff"
"112HKCC ","Hamakua Volcanic Series, Cinder Cones"
"112HKLF ","Hamakua Volcanic Series, Lava Flows"
"112HKTN ","Hookton Formation"
"112HLAC ","Hualalai Volcanic Series, Prehistoric Ash and Cinder Deposits"
"112HLBC ","Holly Beach Water-Bearing Zone"
"112HLBR ","Hillsboro Aquifer"
"112HLCC ","Hualalai Volcanic Series, Prehistoric Cinder Cones"
"112HLCK ","Glasford Formation-Hulick Till Member"
"112HLDG ","Holdrege Formation"
"112HLFV ","High-Level Fluvial Deposits"
"112HLLF ","Hualalai Volcanic Series, Prehistoric Lava Flows"
"112HLLR ","Banner Formation-Hillery Till Member"
"112HLSV ","Hillsview"
"112HMCK ","Henry Formation-Mackinaw Member"
"112HMKU ","Hamakua Volcanic Series, Undifferentiated"
"112HMLN ","Hamilton Aquifer"
"112HMRV ","Home River Drift"
"112HNCC ","Hana Volcanic Series, Cinder Cones"
"112HNDC ","Hana Volcanic Series, Dike Compartments"
"112HNFF ","Hana Volcanic Series, Firefountain Deposits of Ash and Pumice"
"112HNKS ","Hankinson Aquifer"
"112HNKV ","Hana Volcanic Series, In Kipahulu Valley"
"112HNLF ","Hana Volcanic Series, Lava Flows, Undifferentiated"
"112HNLL ","Honolulu Volcanic Series, Undifferentiated"
"112HNRY ","Henry Formation"
"112HNWI ","Hanawi Basaltic Andesite, Hana Volcanic Series"
"112HOMR ","Homer Aquifer"
"112HPLM ","Harpole Mesa Formation"
"112HRBG ","Harrisburg"
"112HRDP ","Hardpan"
"112HRKS ","Banner Formation-Harkness Silt Member"
"112HRMN ","Banner Formation-Harmatton Till Member"
"112HRVL ","Horseshoe Valley Aquifer"
"112HSNB ","Horse Nose Butte Aquifer"
"112HTRV ","Heart River Aquifer"
"112HULL ","Hualalai Volcanic Series, Prehistoric Volcanic Rocks, Undifferentiated"
"112HWCC ","Hawi Volcanic Series, Cinder Cones"
"112HWDC ","Hawi Volcanic Series, Dike Compartments"
"112HWLF ","Hawi Volcanic Series, Lava Flows"
"112HWLO ","Hawaiiloa Volcanics"
"112HWRD ","Howard"
"112ICCC ","Ice-Contact Deposits, Pleistocene"
"112ICCCE","Ice-Contact Deposits, Including Eskers and Kames"
"112ICDC ","Icelandic Aquifer"
"112IDHO ","Idaho Group"
"112IKLK ","Itkillik Drift"
"112IKSR ","Inkster Aquifer"
"112ILNN ","Illinoian Deposits"
"112IMRK ","Imuruk Volcanics"
"112IMTC ","Intermediate Terrace Deposits"
"112IOWN ","Iowan Stage"
"112IRCK ","Iron Creek Drift"
"112IRMD ","Intermediate"
"112IRSR ","Ironshire Formation"
"112IWPN ","Iowa Point Till"
"112JAVA ","Java Aquifer"
"112JMCO ","Jameco Aquifer"
"112JMES ","James Aquifer"
"112JMESD","James Aquifer, Deep"
"112JMESM","James Aquifer, Middle"
"112JMMRL","Lower James Missouri"
"112JMRV ","James River Aquifer"
"112JMSN ","Jamestown Aquifer"
"112JNLK ","Juanita Lake Aquifer"
"112JSHL ","Johnston Hill Drift"
"112JSLK ","Johnson Lake Aquifer"
"112KAAU ","Kaau Volcanics"
"112KAME ","Kame, Pleistocene"
"112KAMED","Kame Deposits"
"112KANS ","Kansan Glacial Deposits"
"112KANSS","Kansan Stage"
"112KBUK ","Kobuk Drift"
"112KDRC ","Kidder County Aquifer"
"112KEMK ","Kemuk Drift"
"112KENE ","Keanae Basalt, Hana Volcanic Series"
"112KFRV ","Knife River Aquifer"
"112KGFV ","Kansan Glaciofluvial Deposits"
"112KGSD ","Kingsdown Formation"
"112KHCC ","Kahuku Volcanic Series, Cinder Cones"
"112KHLC ","Kahuku Volcanic Series, Littoral Cones"
"112KHLF ","Kahuku Volcanic Series, Lava Flows"
"112KHUK ","Kahuku Volcanic Series, Undifferentiated"
"112KIKI ","Kiekie Volcanic Series, Undifferentiated"
"112KILD ","Kent Island Formation"
"112KILF ","Kiekie Volcanic Series, Lava Flows"
"112KITF ","Kiekie Volcanic Series, Tuffaceous Deposits"
"112KKFF ","Koko Volcanics, Firefountain Deposits"
"112KKLF ","Koko Volcanics, Lava Flows"
"112KKTF ","Koko Volcanics, Tuff Deposits"
"112KLCC ","Kula Volcanic Series, Cinder Cones"
"112KLDC ","Kula Volcanic Seres, Dike Compartments"
"112KLDR ","Killdeer Aquifer"
"112KLGR ","Kilgore Aquifer"
"112KLIH ","Kalihi Volcanics"
"112KLLF ","Kula Volcanic Series, Lava Flows"
"112KLPP ","Kalaupapa Basalt (Lava Flows)"
"112KLRG ","Key Largo Limestone"
"112KLRH ","Karlsruhe Aquifer"
"112KLTF ","Kula Volcanic Series, Tuff Deposits"
"112KLVL ","Glasford Formation-Kellerville Till Member"
"112KMNK ","Kamanaiki Basalt"
"112KMTC ","Kame Terrace Deposits"
"112KMUK ","Kaimuki Basalt"
"112KNIK ","Knik Drift"
"112KNKK ","Kanektok Gravels"
"112KNMR ","Kenmare Aquifer"
"112KNOH ","Kaneohe Volcanics"
"112KNSN ","Kansan Deposits"
"112KOAT ","Koloa Volcanic Series, Ash and Tuffaceous Soil Beds"
"112KOCC ","Koloa Volcanic Series, Cinder Cones"
"112KOKO ","Koko Volcanics, Undifferentiated"
"112KOLF ","Koloa Volcanic Series, Lava Flows"
"112KOLO ","Koloa Volcanic Series, Undifferentiated"
"112KOTC ","Koloa Volcanic Series, Tuff Cone At Kilauea Bay"
"112KOWK ","Kowak Clay"
"112KPUL ","Kapaula Basaltic Andesite, Hana Volcanic Series"
"112KPVL ","Kempsville Formation"
"112KSTL ","Kansan Till"
"112KTHO ","Kathio Aquifer"
"112KTSP ","Kitsap Formation"
"112KUCC ","Kau Volcanic Series, Prehistoric Cinder Cones"
"112KUHW ","Kuhiwa Basaltic Andesite, Hana Volcanic Series"
"112KULA ","Kula Volcanic Series, Undifferentiated"
"112KULC ","Kau Volcanic Series, Prehistoric Littoral Cones"
"112KULF ","Kau Volcanic Series, Prehistoric Lava Flows"
"112KUPO ","Kaupo Mud Flow"
"112LACC ","Leona Formation and Anacacho Limestone"
"112LAKE ","Lake Deposits"
"112LBLG ","Leona Formation and Bullwagon Dolomite"
"112LBLL ","La Belle Clay Member of Tamiami Formation"
"112LCHG ","Lynch Heights Formation"
"112LCNR ","Wedron Formation-Lee Center Till Member"
"112LCSR ","Lacustrine Deposits"
"112LCSRO","Lacustrine Deposits, Older"
"112LDBG ","Londonbridge Formation"
"112LDGM ","Lodgement Till, Pleistocene"
"112LDSN ","Ladson Formation"
"112LEBU ","Lebeau Member of Le Moyen Formation"
"112LEDD ","Leona Formation and Edwards and Associated Limestones"
"112LEDS ","Leeds Aquifer"
"112LEGF ","Leona Formation and Eagle Ford Shale"
"112LEIL ","Leila Trachyte"
"112LEON ","Leona Formation"
"112LFLF ","Lefulufulua Trachyte"
"112LFSV ","Linn-Faysville Aquifer"
"112LFTT ","Lafayette Gravel"
"112LGHL ","Logan Hill Formation"
"112LGLD ","Lissie Formation and Goliad Sand"
"112LGLK ","Long Lake Aquifer"
"112LGLR ","Leona Formation and Glen Rose Limestone"
